npc_id,npc_level_combat,npc_name,npc_examine_text,npc_tile_size,npc_time_respawn
3572,0,Miala,A human returned from vampyric form.,1,10
3585,81,Huge spider,No spider could grow that big! It's unrealistic!,2,10
3592,135,Tok-Xil,I don't like the look of those spines...,3,10
3605,0,Dead swamp snake,"A dead snake that thrived in the swamp, until it met you.",5,10
3613,109,Giant snail,It's an NPC.,3,10
3620,140,Head,I'm glad I can't see the rest of it!,1,10
3633,1,Null,It's an NPC.,1,10
3644,0,Tolna,A kid.,1,10
3653,43,Confusion beast,What on Proximus is that?!?,2,10
3662,47,Angry giant rat,He looks a little on the cross side!,1,10
3672,2,Ram,Freshly sheared.,1,10
3683,0,Egg,"Rolling, rolling, rolling - raw eggs!",1,10
3693,0,Egg,A rolling chocolate egg.,1,10
3700,50,Skeleton fremennik,He seems a little underweight.,1,10
3712,0,Zanik,A goblin adventurer.,1,10
3723,0,General Bentnoze,An ugly green creature.,1,10
3730,54,Splatter,Don't burst its bubble!,1,10
3741,104,Shifter,Nippy little thing!,1,10
3753,33,Torcher,"Burn baby, burn!",1,10
3763,33,Defiler,Duck!,1,10
3777,0,Portal,"Cheerful, helpful and optimistic, I'll bet.",3,10
3788,0,Void Knight,A powerful knight of balance.,1,10
3799,0,Squire,A squire of balance.,1,10
3817,0,Lieutenant Schepbur,The battle tortoise commander. Sir!,1,10
3827,0,Ramara du Croissant,A member of the Piscatoris Fishing Colony.,1,10
3838,0,Wise Old Man,It's an NPC.,1,10
3846,0,Sea Troll General,This will not be so easy.,3,10
3859,0,Suspect,It's an NPC.,1,10
3868,0,Suspect,Is she the one?,1,10
3875,0,Suspect,Is she the one?,1,10
3885,0,Suspect,Is she the one?,1,10
3895,0,Molly,AKA Goody Two-Shoes.,1,10
3904,0,Molly,AKA Goody Two-Shoes,1,10
3918,0,Prince Brand,The Prince of Miscellania.,1,10
3929,0,Hild,A Fremennik teenager.,1,10
3937,0,Ferd,A dwarf miner. He's shoring up the walls.,1,10
3945,0,Hangman game,It's an NPC.,2,10
3961,0,Combat stone,Try to damage it!,1,10
3970,0,Combat stone,Try to damage it!,1,10
3979,0,Combat stone,Try to damage it!,1,10
6210,127,Hellhound,A proud warrior,1,10
6217,13,NPC #6217,It's an NPC.,1,0
6229,123,Spiritual Warrior,A servant of Armadyl.,2,90
6239,148,Aviansie,A proud warrior,1,10
6247,596,Commander Zilyana,Commander of Saradomin's forces.,2,-1
6257,120,Spiritual mage,Saradomin's holy mage,1,60
6269,81,NPC #6269,It's an NPC.,1,0
6278,121,Spiritual mage,One of Bandos's chosen,1,90
6288,81,NPC #6288,It's an NPC.,1,0
6297,96,NPC #6297,It's an NPC.,1,0
6307,0,NPC #6307,It's an NPC.,1,0
6319,0,NPC #6319,It's an NPC.,1,0
6328,81,NPC #6328,It's an NPC.,1,0
6338,0,NPC #6338,It's an NPC.,1,0
6348,23,NPC #6348,It's an NPC.,1,0
6357,0,NPC #6357,It's an NPC.,1,0
6364,85,NPC #6364,It's an NPC.,1,0
6375,0,NPC #6375,It's an NPC.,1,0
6384,0,NPC #6384,It's an NPC.,1,0
6403,0,NPC #6403,It's an NPC.,1,0
6413,0,NPC #6413,It's an NPC.,1,0
6425,0,NPC #6425,It's an NPC.,1,0
6434,0,NPC #6434,It's an NPC.,1,0
6443,0,NPC #6443,It's an NPC.,1,0
6453,0,NPC #6453,It's an NPC.,1,0
6463,0,NPC #6463,It's an NPC.,1,0
6475,0,NPC #6475,It's an NPC.,1,0
6483,0,NPC #6483,It's an NPC.,1,0
6494,0,NPC #6494,It's an NPC.,1,0
6503,0,NPC #6503,It's an NPC.,1,0
6515,0,NPC #6515,It's an NPC.,1,0
6523,0,NPC #6523,It's an NPC.,1,0
6532,0,NPC #6532,It's an NPC.,1,0
6543,0,NPC #6543,It's an NPC.,1,0
6554,1,NPC #6554,It's an NPC.,1,0
6575,0,NPC #6575,It's an NPC.,1,0
6582,0,NPC #6582,It's an NPC.,1,0
6592,0,NPC #6592,It's an NPC.,1,0
6602,0,NPC #6602,It's an NPC.,1,0
6615,105,NPC #6615,It's an NPC.,1,0
6623,68,NPC #6623,It's an NPC.,1,0
6632,75,NPC #6632,It's an NPC.,1,0
6644,75,NPC #6644,It's an NPC.,1,0
6651,22,NPC #6651,It's an NPC.,1,0
6661,60,NPC #6661,It's an NPC.,1,0
6672,105,NPC #6672,It's an NPC.,1,0
6692,126,NPC #6692,It's an NPC.,1,0
6705,22,NPC #6705,It's an NPC.,1,0
6714,126,NPC #6714,It's an NPC.,1,0
3479,1,Null,An ugly green creature.,1,10
3486,0,Culinaromancer,A demented evil wizard who specialises in food spells.,1,10
3496,121,Dessourt,Bad for your teeth...and the rest of your body too.,1,-1
3509,0,Sorin,"A flea infested, pale looking excuse of a man.",1,10
3517,0,Gadderanks,A human supporter of the Vampyric overlords.,1,10
3528,0,Vampyre Juvinate,An initiate juvenile vampyre.,1,10
3539,0,Veliaf Hurtz,It's an NPC.,1,10
3548,0,Valeria,A citizen of Burgh de Rott.,1,10
3560,0,Mihail,A citizen of Burgh de Rott.,1,10
3569,0,Cornelius,The sole banker of Burgh de Rott.,1,10
3579,0,Sheep,A Sheep?,1,10
3587,1,Ogre,A large dim looking humanoid.,2,10
3598,0,Clockwork cat,An amazing piece of crafting.,1,10
3609,79,Ghast,Arrghhh... A ghast!,2,10
3616,110,Asyn shadow,The shadowy remains of a long-departed soul.,1,10
3625,1,Null,It's an NPC.,1,10
3638,0,Null,She looks tired of waiting.,1,10
3645,40,Angry bear,He looks a little on the cross side!,2,10
3650,43,Confusion beast,What on Proximus is that?!?,2,10
3664,47,Angry bear,He looks a little on the cross side!,2,10
3671,0,Fortunato,Looks like he could do with a sip of Amontillado.,1,10
3682,0,Egg,"Rolling, rolling, rolling - raw eggs!",1,10
3690,0,Egg,A rolling chocolate egg.,1,10
3702,50,Skeleton fremennik,He seems a little underweight.,1,10
3724,0,General Wartface,An ugly green creature.,1,10
3733,38,Shifter,Nippy little thing!,1,10
3743,53,Ravager,Worse than termites!,1,10
3751,88,Spinner,Eeewww!,1,10
3760,91,Torcher,"Burn baby, burn!",1,10
3770,97,Defiler,Duck!,1,10
3781,0,Squire,A squire of balance.,1,10
3792,0,Squire,A squire of balance.,1,10
3804,0,Fishing spot,It looks like there might be fish swimming in the water.,1,10
3813,0,Captain Wimto,It's an NPC.,1,10
3820,1,Null,It's an NPC.,1,10
3834,1,Null,It's an NPC.,1,10
3841,65,Sea troll,It's an NPC.,1,10
3854,0,Suspect,Is she the one?,1,10
3865,0,Suspect,Is she the one?,1,10
3881,0,Suspect,Is she the one?,1,10
3892,0,Molly,AKA Goody Two-Shoes.,1,10
3902,0,Molly,AKA Goody Two-Shoes,1,10
3913,0,Tilt,He looks ready to flip out.,2,10
3922,0,Finn,Runs the general store.,1,10
3924,0,Runolf,A subject of Miscellania.,1,10
3933,0,Alviss,A dwarf who's currently living in Miscellania.,1,10
3942,0,Guard,He's guarding the entrance to the dungeons.,1,10
3953,0,Hangman game,Oh no! He's been hanged!,2,10
3962,0,Combat stone,Try to damage it!,1,10
3971,0,Combat stone,Try to damage it!,1,10
3982,0,Combat stone,Try to damage it!,1,10
3989,0,Combat stone,Try to damage it!,1,10
3998,0,Combat stone,Try to damage it!,1,10
6215,81,NPC #6215,It's an NPC.,1,0
6222,580,Kree'arra,It's a Kree.,5,-1
6232,69,Aviansie,A proud warrior,1,90
6242,79,Aviansie,A proud warrior,1,10
6254,113,NPC #6254,It's an NPC.,1,0
6270,81,NPC #6270,It's an NPC.,1,0
6284,0,NPC #6284,It's an NPC.,1,0
6295,143,NPC #6295,It's an NPC.,1,0
6306,0,NPC #6306,It's an NPC.,1,0
6312,0,NPC #6312,It's an NPC.,1,0
6325,81,NPC #6325,It's an NPC.,1,0
6330,143,NPC #6330,It's an NPC.,1,0
6342,0,NPC #6342,It's an NPC.,1,0
6352,26,NPC #6352,It's an NPC.,1,0
6362,0,NPC #6362,It's an NPC.,1,0
6372,19,NPC #6372,It's an NPC.,1,0
6379,40,NPC #6379,It's an NPC.,1,0
6389,1,NPC #6389,It's an NPC.,1,0
6396,1,NPC #6396,It's an NPC.,1,0
6409,0,NPC #6409,It's an NPC.,1,0
6421,0,NPC #6421,It's an NPC.,1,0
6442,0,NPC #6442,It's an NPC.,1,0
6446,0,NPC #6446,It's an NPC.,1,0
6458,0,NPC #6458,It's an NPC.,1,0
6469,35,NPC #6469,It's an NPC.,1,0
6476,0,NPC #6476,It's an NPC.,1,0
6490,0,NPC #6490,It's an NPC.,1,0
6502,0,NPC #6502,It's an NPC.,1,0
6506,0,NPC #6506,It's an NPC.,1,0
6517,0,NPC #6517,It's an NPC.,1,0
6530,0,NPC #6530,It's an NPC.,1,0
6540,0,NPC #6540,It's an NPC.,1,0
6549,1,NPC #6549,It's an NPC.,1,0
6556,1,NPC #6556,It's an NPC.,1,0
6568,0,NPC #6568,It's an NPC.,1,0
6578,0,NPC #6578,It's an NPC.,1,0
6586,0,NPC #6586,It's an NPC.,1,0
6607,75,NPC #6607,It's an NPC.,1,0
6616,15,NPC #6616,It's an NPC.,1,0
6630,126,NPC #6630,It's an NPC.,1,0
6638,30,NPC #6638,It's an NPC.,1,0
6650,126,NPC #6650,It's an NPC.,1,0
6656,15,NPC #6656,It's an NPC.,1,0
6667,30,NPC #6667,It's an NPC.,1,0
6680,30,NPC #6680,It's an NPC.,1,0
6700,68,NPC #6700,It's an NPC.,1,0
6709,52,NPC #6709,It's an NPC.,1,0
6719,37,NPC #6719,It's an NPC.,1,0
3950,0,Hangman game,Have you tried 'E' yet?,2,10
3957,0,Combat stone,It's an NPC.,1,10
3969,0,Combat stone,Try to damage it!,1,10
3980,0,Combat stone,Try to damage it!,1,10
3991,0,Combat stone,Try to damage it!,1,10
4000,0,Combat stone,Try to damage it!,1,10
4011,0,Combat stone,Try to damage it!,1,10
4022,0,Elemental balance,It's very slightly red.,1,10
4031,0,Elemental balance,It's quite blue.,1,10
4041,0,Elemental balance,It's slightly cyan.,1,10
4048,0,Elemental balance,It's slightly red.,1,10
4070,0,Elemental balance,It's glowing bright cyan!,1,10
4082,0,Elemental balance,It's bright blue.,1,10
4088,0,Elemental balance,It's bright green.,1,10
4099,0,Combat stone,Try to damage it!,1,10
4113,0,Combat stone,Try to damage it!,1,10
4119,0,Combat stone,Try to damage it!,1,10
4132,0,Combat stone,Try to damage it!,1,10
5179,0,Ogre shaman,It's a tree gnome.,2,10
5189,1,Null,Seems intelligent... for an ogre.,2,10
5199,0,Null,It's an NPC.,1,10
5209,1, Sneaky undead fowl,Probably tastes like chicken.,1,10
5219,77,Penance Fighter,What on Proximus is that?,1,10
5229,21,Penance Ranger,Shooty-shooty.,1,10
5239,0,Penance Healer,A nasty piece of work.,1,10
5243,0,Penance Healer,A nasty piece of work.,1,10
5254,66,Scarab mage,"Part scarab, part man.",1,10
5263,1,Null,It's an NPC.,1,10
5274,0,Sophanem guard,A guard of Sophanem.,1,10
5285,0,Osman,He looks a little shifty.,1,10
5295,13,Zombie,Dead man walking.,1,10
5300,13,Zombie,Dead man walking.,1,10
5311,18,Zombie,Dead man walking.,1,10
5321,24,Zombie,The walking dead.,1,10
5340,25,Skeleton,Could do with gaining a few pounds.,1,10
5350,19,Ghost,Eeek! A ghost!,1,10
5363,304,Mithril Dragon,Dragon with mith,3,80
5369,77,Ghost,Eeek! A ghost!,1,10
5384,100,Giant skeleton,A giant skeleton or a giant's skeleton?,2,10
5390,42,Skeleton,How do you know if a skeleton's male or female?,1,10
5398,61,Zombie,A shambling pile of rotten flesh.,1,10
5408,98,Zombie,Why zombies? Why now?,1,10
5421,69,Mutant tarn,I preferred him when he was human.,3,10
5431,0,KGP Guard,It's all black and white to them.,1,10
5438,0,Pong,'Berg bard.,1,10
5693,40,Undead Lumberjack,"He is one, but he's not alright.",1,10
5704,45,Undead Lumberjack,"He is one, but he's not alright.",1,10
5714,50,Undead Lumberjack,"He is one, but he's not alright.",1,10
5725,60,Undead Lumberjack,"He is one, but he's not alright.",1,10
5745,70,Undead Lumberjack,"He is one, but he's not alright.",1,10
5750,96,Cave bug,"A big, smelly cave dweller.",2,10
5762,0,Cave goblin,One of the many citizens of Dorgesh-Kaan.,1,10
5770,0,Ur-zek,A respected member of the Dorgeshuun Council.,1,10
5780,0,Reldak,Sells leather goods made of frog!,1,10
5792,0,Turgok,Sells cave goblin fast food.,1,10
5804,0,Tyke,A goblin baby.,1,10
5813,0,Cave goblin child,A goblin child.,1,10
5820,0,Cave goblin child,A goblin child.,1,10
5834,0,Surok Magis,A powerful wizard.,1,10
5845,32,Outlaw,A mean looking outlaw. Don't get too close!,1,10
5852,1,Monkey,Perhaps our oldest relatives?,1,10
5865,0,Builder,A worker on the train link.,1,10
5870,0,Zanik,A cave goblin adventurer.,1,10
5885,0,Dwarf,A dwarf from Keldagrim.,1,10
5894,0,Cyrisus,I'm glad he's finally on his feet.,1,10
5904,274,The Untouchable,Can you bring yourself to hurt another?,2,-1
5912,0,Banker,He can look after my money.,1,10
5924,2,Woman,One of Proximus's many citizens.,1,10
5932,0,Barnabus Hurma,An archaeologist hard at work.,1,10
5944,0,Teacher and pupil,A teacher and one of his pupils.,1,10
5955,0,Workman,It's an NPC.,2,10
5962,0,Barge workman,Working hard.,1,10
5971,0,Leech display,Bloodsuckers!,3,10
5984,0,Schoolgirl,Cute pigtails.,1,10
5991,0,Drain pipe,A rusty drainpipe.,1,10
6001,0,Rupert the Beard,A dwarf.,1,10
6014,88,Werewolf,Eek! A werewolf!,1,10
6023,88,Werewolf,Eek! A werewolf!,1,10
6035,24,Irina,I bet she works out.,1,10
6053,0,Ninja impling,A very stealthy impling.,1,10
6062,0,Magpie impling,"Ooh, shiny things!",1,10
6075,0,Null,This ghost looks quite rebellious.,1,10
6082,1,Null,The only captain not scared of dragons.,1,10
6093,22,Skeleton,Could do with gaining a few pounds.,1,10
6101,82,Lesser demon,"Lesser, but still pretty big.",2,10
6110,49,NPC #6110,It's an NPC.,1,0
6125,0,NPC #6125,It's an NPC.,1,0
6131,0,NPC #6131,It's an NPC.,1,0
6140,0,NPC #6140,It's an NPC.,1,0
6153,0,NPC #6153,It's an NPC.,1,0
6164,122,NPC #6164,It's an NPC.,1,0
6174,41,NPC #6174,It's an NPC.,1,0
6181,0,NPC #6181,It's an NPC.,1,0
6192,1,NPC #6192,It's an NPC.,1,0
6201,0,NPC #6201,It's an NPC.,1,0
7522,101,NPC #7522,It's an NPC.,1,0
3958,0,Combat stone,It's an NPC.,1,10
3972,0,Combat stone,Try to damage it!,1,10
3978,0,Combat stone,Try to damage it!,1,10
3987,0,Combat stone,Try to damage it!,1,10
4002,0,Combat stone,Try to damage it!,1,10
4012,0,Combat stone,Try to damage it!,1,10
4018,0,Combat stone,Try to damage it!,1,10
4035,0,Elemental balance,It's slightly green.,1,10
4046,0,Elemental balance,You can practice your magic here.,1,10
4056,0,Elemental balance,It's quite blue.,1,10
4065,0,Elemental balance,It's very slightly cyan.,1,10
4074,0,Elemental balance,It's a bit red.,1,10
4085,0,Elemental balance,It's slightly green.,1,10
4094,0,Elemental balance,It's bright cyan.,1,10
4104,0,Combat stone,Try to damage it!,1,10
4114,0,Combat stone,Try to damage it!,1,10
4124,0,Combat stone,Try to damage it!,1,10
4134,0,Combat stone,Try to damage it!,1,10
5178,27,Blue dragon,A mother dragon.,4,10
5188,126,Ogre shaman,"It's Nial, turned into a yeti.",2,10
5197,0,Wizard,A wizard.,1,10
5206,1,Null,It's an NPC.,1,10
5214,42,Penance Fighter,What on Proximus is that?,1,10
5223,0,Penance Runner,He's making a run for it!,1,10
5234,51,Penance Ranger,Shooty-shooty.,1,10
5247,209,Penance Queen,Run away! Run away!,5,10
5262,0,Stone mason,A stonemason.,1,10
5272,0,Sophanem guard,A guard of Sophanem.,1,10
5283,1,Null,It's an NPC.,1,10
5294,13,Zombie,Dead man walking.,1,10
5310,18,Zombie,Dead man walking.,1,10
5320,24,Zombie,The walking dead.,1,10
5332,22,Skeleton,Could do with gaining a few pounds.,1,10
5344,19,Ghost,Eeek! A ghost!,1,10
5354,61,Undead one,A minion of Rashiliyia.,1,10
5359,80,Giant skeleton,A giant skeleton.,1,10
5368,85,Skeleton,It's an NPC.,1,10
5378,44,Zombie,Dead man walking.,1,10
5393,40,Zombie,Could his name be 'Lurch'?,1,10
5403,80,Zombie,Somebody tell him he's already dead!,1,10
5411,72,Skeleton,An angry skeleton.,1,10
5420,69,Tarn,A mad man.,1,10
5429,0,Penguin,A Gentoo penguin.,1,10
5441,0,KGP Agent,Killer Gentoo Penguin.,1,10
5703,45,Undead Lumberjack,"He is one, but he's not alright.",1,10
5717,55,Undead Lumberjack,"He is one, but he's not alright.",1,10
5720,55,Undead Lumberjack,"He is one, but he's not alright.",1,10
5730,60,Undead Lumberjack,"He is one, but he's not alright.",1,10
5744,70,Undead Lumberjack,"He is one, but he's not alright.",1,10
5753,0,Cave goblin,One of the many citizens of Dorgesh-Kaan.,1,10
5761,0,Cave goblin,One of the many citizens of Dorgesh-Kaan.,1,10
5771,0,Ur-vass,A respected member of the Dorgeshuun Council.,1,10
5783,0,Cave goblin,One of the many citizens of Dorgesh-Kaan.,1,10
5793,0,Markog,Sells cave goblin fast food.,1,10
5800,26,Guard,He keeps order in the city.,1,10
5812,0,Cave goblin child,A goblin child.,1,10
5825,0,Movario,"He knows a thousand arcane secrets, every one of which would drive you mad.",1,10
5832,1,Null,The dwarf ambassador to Dorgesh-Kaan.,1,10
5843,32,Outlaw,A mean looking outlaw. Don't get too close!,1,10
5850,32,Outlaw,A mean looking outlaw. Don't get too close!,1,10
5861,0,Zanik,She's addressing the crowd.,2,10
5884,0,Dwarf,A dwarf from Keldagrim.,1,10
5891,1,Null,Goblin.,1,10
5901,0,Null,A pirate-banker. You don't see one of those everyday!,1,10
5913,0,Banker,She can look after my money.,1,10
5920,21,Guard,He tries to keep order around here. His bizarre uniform isn't helping.,1,10
5934,0,Caden Azro,An archaeologist hard at work.,1,10
5941,0,Museum guard,This man guards the entrance to the Museum's cleaning area.,1,10
5953,0,Workman,Looks hard at work.,2,10
5961,0,Barge workman,Working hard.,1,10
5974,0,Monkey display,A cheeky little monkey.,3,10
5983,0,Schoolgirl,Delightfully cheerful.,1,10
5994,95,Mouse,A huge mouse. It looks hungry...,4,10
6003,0,Winkin,Like a mini man!,1,10
6013,88,Werewolf,Eek! A werewolf!,1,10
6021,88,Werewolf,Eek! A werewolf!,1,10
6030,24,Nikolai,There's a set of brows that mean business.,1,10
6042,24,Nikita,The woman.,1,10
6055,0,Baby impling,An impling baby. Aaah.,1,10
6060,0,Eclectic impling,An impling with varied tastes.,1,10
6074,0,Imp defender,It's an NPC.,1,10
6083,1,Null,The only captain not scared of dragons.,1,10
6095,19,Ghost,Eeek! A ghost!,1,10
6100,24,Zombie,The walking dead.,1,10
6111,49,NPC #6111,It's an NPC.,1,0
6121,0,NPC #6121,It's an NPC.,1,0
6132,0,NPC #6132,It's an NPC.,1,0
6144,0,Portal,Destroy before it's too late!,3,-1
6152,0,NPC #6152,It's an NPC.,1,0
6162,115,NPC #6162,It's an NPC.,1,0
6171,124,NPC #6171,It's an NPC.,1,0
6184,0,NPC #6184,It's an NPC.,1,0
6194,1,NPC #6194,It's an NPC.,1,0
6203,650,K'ril Tsutsaroth,A servant of the god Zamorak.,5,0
7496,0,NPC #7496,It's an NPC.,1,0
3951,0,Hangman game,It's an NPC.,2,10
3956,0,Combat stone,It's destroyed!,1,10
3965,0,Combat stone,Try to damage it!,1,10
3974,0,Combat stone,It's an NPC.,1,10
3986,0,Combat stone,Try to damage it!,1,10
3995,0,Combat stone,Try to damage it!,1,10
4005,0,Combat stone,Try to damage it!,1,10
4025,0,Elemental balance,It's quite red.,1,10
4032,0,Elemental balance,It's bright blue.,1,10
4043,0,Elemental balance,It's quite cyan.,1,10
4051,0,Elemental balance,It's bright red.,1,10
4058,0,Elemental balance,It's glowing bright blue!,1,10
4072,0,Elemental balance,It's very slightly red.,1,10
4081,0,Elemental balance,It's quite blue.,1,10
4092,0,Elemental balance,It's a bit cyan.,1,10
4100,0,Combat stone,Try to damage it!,1,10
4110,0,Combat stone,Try to damage it!,1,10
4123,0,Combat stone,Try to damage it!,1,10
4130,0,Combat stone,Try to damage it!,1,10
5180,1,Null,Seems intelligent... for an ogre.,2,10
5196,0,Wizard,A wizard.,1,10
5217,61,Penance Fighter,What on Proximus is that?,1,10
5226,0,Penance Runner,He's making a run for it!,1,10
5233,43,Penance Ranger,Shooty-shooty.,1,10
5244,0,Penance Healer,A nasty piece of work.,1,10
5255,68,Locust rider,A mounted lancer.,2,10
5264,0,Nathifa,The baker.,1,10
5275,1,Null,It's an NPC.,1,10
5284,0,Osman,He looks a little shifty.,1,10
5292,0,Giant scarab,A huge scarab beast.,3,10
5304,13,Zombie,Dead man walking.,1,10
5315,24,Zombie,The walking dead.,1,10
5322,24,Zombie,The walking dead.,1,10
5333,22,Skeleton,Could do with gaining a few pounds.,1,10
5341,45,Skeleton,Could do with gaining a few pounds.,1,10
5352,19,Ghost,Eeek! A ghost!,1,10
5361,115,Waterfiend,Servant of the Duke of Lumbridge.,1,120
5371,77,Ghost,Eeek! A ghost!,1,10
5381,77,Skeleton,Could do with gaining a few pounds.,1,10
5388,42,Skeleton,That skeleton's grinning at me.,1,10
5402,76,Zombie,A disgusting zombie.,1,10
5410,81,Zombie,Brains...,1,10
5418,100,Terror dog,A terrifying dog beast.,1,10
5428,0,Penguin,A Gentoo penguin.,1,10
5439,0,Null,What restful music!,1,10
5448,0,Army Commander,An army commander.,1,10
5476,102,Ice troll grunt,A large ice troll.,1,10
5692,40,Undead Lumberjack,It's an NPC.,1,10
5700,45,Undead Lumberjack,"He is one, but he's not alright.",1,10
5715,50,Undead Lumberjack,"He is one, but he's not alright.",1,10
5723,55,Undead Lumberjack,"He is one, but he's not alright.",1,10
5732,64,Undead Lumberjack,"He is one, but he's not alright.",1,10
5743,70,Undead Lumberjack,"He is one, but he's not alright.",1,10
5756,0,Cave goblin,One of the many citizens of Dorgesh-Kaan.,1,10
5760,0,Cave goblin,One of the many citizens of Dorgesh-Kaan.,1,10
5772,0,Ur-taal,A respected member of the Dorgeshuun Council.,1,10
5785,0,Cave goblin,It's an NPC.,1,10
5795,0,Tindar,Sells cave goblin fast food.,1,10
5802,1,Null,A goblin adventurer.,1,10
5811,0,Cave goblin child,A goblin child.,1,10
5822,0,Cave goblin child,A goblin child.,1,10
5833,0,Rat Burgiss,A travelling trader.,1,10
5840,0,Dakh'thoulan Aegis,A monk of the Dagon'hai Order.,1,10
5855,0,Goblin,An ugly green creature.,1,10
5863,0,Ambassador Alvijar,It's an NPC.,1,10
5880,0,Dwarf,A dwarf from Keldagrim.,1,10
5895,0,Cyrisus,He's a ranger - light and accurate.,1,10
5902,343,The Inadequacy,Are you good enough to fight?,5,-1
5914,0,Iffie,An old woman busily knitting.,1,10
5925,0,Benny,Newspaper seller.,1,10
5930,0,Art Critic Jacques,Jacques Netis - a slightly pompous art expert.,1,10
5945,0,Schoolboy,Looks kind of familiar.,1,10
5951,1,Schoolgirl,A schoolgirl.,1,10
5963,0,Barge foreman,Working hard.,1,10
5972,0,Sea slugs display,Slugs of the sea variety.,3,10
5980,0,Wyvern display,Needs a good square meal.,4,10
5993,109,Experiment No.2,A very odd looking creature.,2,10
6005,0,Cage,An empty cage.,1,10
6012,88,Werewolf,Eek! A werewolf!,1,10
6020,88,Werewolf,Eek! A werewolf!,1,10
6032,24,Lev,A tough looking villager.,1,10
6041,24,Yadviga,A well off villager.,1,10
6050,27,Desert Wolf,A vicious desert wolf.,2,10
6065,0,Null,It's an NPC.,1,10
6080,56,Cyclops,A one-eyed man eater.,2,10
6091,22,Skeleton,Could do with gaining a few pounds.,1,10
6103,149,NPC #6103,It's an NPC.,1,0
6113,0,NPC #6113,It's an NPC.,1,0
6120,0,NPC #6120,It's an NPC.,1,0
6130,0,NPC #6130,It's an NPC.,1,0
6141,0,NPC #6141,It's an NPC.,1,0
6151,0,NPC #6151,It's an NPC.,1,0
6163,112,NPC #6163,It's an NPC.,1,0
6172,122,NPC #6172,It's an NPC.,1,0
6183,0,NPC #6183,It's an NPC.,1,0
6191,1,NPC #6191,It's an NPC.,1,0
6202,1,NPC #6202,It's an NPC.,1,0
3960,0,Combat stone,Try to damage it!,1,10
3973,0,Combat stone,It's an NPC.,1,10
3983,0,Combat stone,Try to damage it!,1,10
3994,0,Combat stone,Try to damage it!,1,10
4003,0,Combat stone,Try to damage it!,1,10
4014,0,Combat stone,Try to damage it!,1,10
4024,0,Elemental balance,It's a bit red.,1,10
4036,0,Elemental balance,It's a bit green.,1,10
4045,0,Elemental balance,It's glowing bright cyan!,1,10
4057,0,Elemental balance,It's bright blue.,1,10
4066,0,Elemental balance,It's slightly cyan.,1,10
4076,0,Elemental balance,It's bright red.,1,10
4097,0,Combat stone,Try to damage it!,1,10
4105,0,Combat stone,Try to damage it!,1,10
4117,0,Combat stone,Try to damage it!,1,10
4125,0,Combat stone,Try to damage it!,1,10
5175,1,Null,It's an NPC.,2,10
5181,113,Ogre shaman,Seems intelligent... for an ogre.,2,10
5191,0,Ogre shaman,A snappy man in an even snappier blazer.,2,10
5201,0,Null,The hat's a dead giveaway.,1,10
5210,123,Cow31337Killer,He hates cows so much.,1,10
5225,0,Penance Runner,He's making a run for it!,1,10
5230,25,Penance Ranger,Shooty-shooty.,1,10
5241,0,Penance Healer,A nasty piece of work.,1,10
5251,106,Locust rider,A mounted lancer.,2,10
5260,0,Banker,She can look after my money.,1,10
5269,1,Null,It's an NPC.,1,10
5277,0,Menaphite guard,A guard of Menaphos.,1,10
5286,0,Osman,He looks a little shifty.,1,10
5296,13,Zombie,Dead man walking.,1,10
5309,18,Zombie,Dead man walking.,1,10
5317,24,Zombie,The walking dead.,1,10
5327,24,Zombie,The walking dead.,1,10
5349,19,Ghost,Eeek! A ghost!,1,10
5362,227,Brutal Green Dragon,Stronger Green Dragon,3,300
5374,76,Ghost,Eeek! A ghost!,1,10
5379,53,Zombie,The walking dead.,1,10
5389,59,Skeleton,He needs a tan.,1,10
5400,70,Zombie,"Fred, the undead.",1,10
5412,87,Skeleton,Cross bones.,1,10
5419,0,Tarn,It's an NPC.,1,10
5433,0,Ping,'Berg bard.,1,10
5443,1,Null,A Macaroni penguin.,1,10
5450,0,Penguin,"A Gentoo penguin, training.",1,10
5458,0,Crusher,I will crush you.,1,10
5468,0,Iceberg,A floating chunk of ice.,2,10
5480,0,Thorkel Silkbeard,Jatizso's Chancellor.,1,10
5687,35,Undead Lumberjack,"He is one, but he's not alright.",1,10
5696,40,Undead Lumberjack,"He is one, but he's not alright.",1,10
5706,45,Undead Lumberjack,"He is one, but he's not alright.",1,10
5724,60,Undead Lumberjack,"He is one, but he's not alright.",1,10
5731,60,Undead Lumberjack,"He is one, but he's not alright.",1,10
5747,70,Undead Lumberjack,"He is one, but he's not alright.",1,10
5751,51,Molanisk,A strange mole-like being.,1,10
5768,0,Cave goblin,One of the many citizens of Dorgesh-Kaan.,1,10
5776,0,Banker,Looks after cave goblin money.,1,10
5789,0,Gourmet,A connoisseur of exotic foods from outside Dorgesh-Kaan.,1,10
5796,0,Gundik,Sells cave goblin fast food.,1,10
5808,0,Cave goblin child,A goblin child.,1,10
5816,0,Cave goblin child,A goblin child.,1,10
5826,0,Darve,He's here to guard the wizard.,1,10
5836,0,Zaff,Sells superior staffs.,1,10
5848,32,Outlaw,A mean looking outlaw. Don't get too close!,1,10
5857,0,Zanik,The Chosen Commander?,1,10
5869,1,Null,He's digging up cave goblin history!,1,10
5877,0,Cave goblin,"A goblin with big, bulging eyes.",1,10
