id,id_note,id_lend,id_template_note,id_template_lend,stackable,tradable,droppable,members_only,name,value,weight,examine
23361,23362,-1,-1,-1,f,t,t,t,Saradomin brew flask (1),125,0,Xdoses of Saradomin brew in a flask.
23234,23233,-1,799,-1,t,t,t,t,Defence flask (5),1320,0,NULL
23359,23360,-1,-1,-1,f,t,t,t,Saradomin brew flask (2),150,0,Xdoses of Saradomin brew in a flask.
23232,23231,-1,799,-1,t,t,t,t,Defence flask (6),1540,0,NULL
23357,23358,-1,-1,-1,f,t,t,t,Saradomin brew flask (3),175,0,Xdoses of Saradomin brew in a flask.
23230,23229,-1,799,-1,t,t,t,t,Restore flask (1),44,0,NULL
23355,23356,-1,-1,-1,f,t,t,t,Saradomin brew flask (4),200,0,Xdoses of Saradomin brew in a flask.
23228,23227,-1,799,-1,t,t,t,t,Restore flask (2),66,0,NULL
23353,23354,-1,-1,-1,f,t,t,t,Saradomin brew flask (5),225,0,Xdoses of Saradomin brew in a flask.
23226,23225,-1,799,-1,t,t,t,t,Restore flask (3),88,0,NULL
23224,23223,-1,799,-1,t,t,t,t,Restore flask (4),110,0,NULL
23222,23221,-1,799,-1,t,t,t,t,Restore flask (5),132,0,NULL
23220,23219,-1,799,-1,t,t,t,t,Restore flask (6),154,0,NULL
23218,23217,-1,799,-1,t,t,t,t,Strength flask (1),600,0,NULL
23216,23215,-1,799,-1,t,t,t,t,Strength flask (2),900,0,NULL
23214,23213,-1,799,-1,t,t,t,t,Strength flask (3),1200,0,NULL
23212,23211,-1,799,-1,t,t,t,t,Strength flask (4),1500,0,NULL
23210,23209,-1,799,-1,t,t,t,t,Strength flask (5),1800,0,NULL
23208,23207,-1,799,-1,t,t,t,t,Strength flask (6),2100,0,NULL
23206,23205,-1,799,-1,t,t,t,t,Attack flask (1),280,0,NULL
23204,23203,-1,799,-1,t,t,t,t,Attack flask (2),420,0,NULL
23202,23201,-1,799,-1,t,t,t,t,Attack flask (3),560,0,NULL
23351,23352,-1,-1,-1,f,t,t,t,Saradomin brew flask (6),250,0,Xdoses of Saradomin brew in a flask.
23200,23199,-1,799,-1,t,t,t,t,Attack flask (4),700,0,NULL
23349,23350,-1,-1,-1,f,t,t,t,Zamorak brew flask (1),125,0,Xdoses of Zamorak brew in a flask.
23198,23197,-1,799,-1,t,t,t,t,Attack flask (5),840,0,NULL
23347,23348,-1,-1,-1,f,t,t,t,Zamorak brew flask (2),150,0,Xdoses of Zamorak brew in a flask.
23196,23195,-1,799,-1,t,t,t,t,Attack flask (6),980,0,NULL
23345,23346,-1,-1,-1,f,t,t,t,Zamorak brew flask (3),175,0,Xdoses of Zamorak brew in a flask.
23192,23191,-1,799,-1,t,t,t,t,Potion flask,300,0,NULL
23343,23344,-1,-1,-1,f,t,t,t,Zamorak brew flask (4),200,0,Xdoses of Zamorak brew in a flask.
23341,23342,-1,-1,-1,f,t,t,t,Zamorak brew flask (5),225,0,Xdoses of Zamorak brew in a flask.
23339,23340,-1,-1,-1,f,t,t,t,Zamorak brew flask (6),250,0,Xdoses of Zamorak brew in a flask.
23337,23338,-1,-1,-1,f,t,t,t,Super antipoison flask (1),144,0,Xdoses of super antipoison potion in a flask.
23335,23336,-1,-1,-1,f,t,t,t,Super antipoison flask (2),216,0,Xdoses of super antipoison potion in a flask.
23333,23334,-1,-1,-1,f,t,t,t,Super antipoison flask (3),288,0,Xdoses of super antipoison potion in a flask.
23331,23332,-1,-1,-1,f,t,t,t,Super antipoison flask (4),360,0,Xdoses of super antipoison potion in a flask.
23329,23330,-1,-1,-1,f,t,t,t,Super antipoison flask (5),432,0,Xdoses of super antipoison potion in a flask.
23327,23328,-1,-1,-1,f,t,t,t,Super antipoison flask (6),504,0,Xdoses of super antipoison potion in a flask.
23325,23326,-1,-1,-1,f,t,t,t,Antipoison flask (1),144,0,Xdoses of antipoison potion in a flask.
23323,23324,-1,-1,-1,f,t,t,t,Antipoison flask (2),216,0,Xdoses of antipoison potion in a flask.
23321,23322,-1,-1,-1,f,t,t,t,Antipoison flask (3),288,0,Xdoses of antipoison potion in a flask.
23319,23320,-1,-1,-1,f,t,t,t,Antipoison flask (4),360,0,Xdoses of antipoison potion in a flask.
23317,23318,-1,-1,-1,f,t,t,t,Antipoison flask (5),432,0,Xdoses of antipoison potion in a flask.
23315,23316,-1,-1,-1,f,t,t,t,Antipoison flask (6),504,0,Xdoses of antipoison potion in a flask.
23313,23314,-1,-1,-1,f,t,t,t,Ranging flask (1),144,0,Xdoses of ranging potion in a flask.
23311,23312,-1,-1,-1,f,t,t,t,Ranging flask (2),216,0,Xdoses of ranging potion in a flask.
23309,23310,-1,-1,-1,f,t,t,t,Ranging flask (3),288,0,Xdoses of ranging potion in a flask.
23307,23308,-1,-1,-1,f,t,t,t,Ranging flask (4),360,0,Xdoses of ranging potion in a flask.
23305,23306,-1,-1,-1,f,t,t,t,Ranging flask (5),432,0,Xdoses of ranging potion in a flask.
23172,-1,-1,-1,-1,f,t,t,t,Scentless flask (1),100,0,NULL
23171,-1,-1,-1,-1,f,t,t,t,Scentless flask (2),200,0,NULL
23170,-1,-1,-1,-1,f,t,t,t,Scentless flask (3),300,0,NULL
23169,-1,-1,-1,-1,f,t,t,t,Scentless flask (4),400,0,NULL
23168,-1,-1,-1,-1,f,t,t,t,Scentless flask (5),500,0,NULL
23167,-1,-1,-1,-1,f,t,t,t,Scentless flask (6),600,0,NULL
23303,23304,-1,-1,-1,f,t,t,t,Ranging flask (6),504,0,Xdoses of ranging potion in a flask.
23301,23302,-1,-1,-1,f,t,t,t,Super defence flask (1),132,0,Xdoses of super defence potion in a flask.
23299,23300,-1,-1,-1,f,t,t,t,Super defence flask (2),198,0,Xdoses of super defence potion in a flask.
23297,23298,-1,-1,-1,f,t,t,t,Super defence flask (3),264,0,Xdoses of super defence potion in a flask.
23295,23296,-1,-1,-1,f,t,t,t,Super defence flask (4),330,0,Xdoses of super defence potion in a flask.
23293,23294,-1,-1,-1,f,t,t,t,Super defence flask (5),396,0,Xdoses of super defence potion in a flask.
23291,23292,-1,-1,-1,f,t,t,t,Super defence flask (6),462,0,Xdoses of super defence potion in a flask.
23289,23290,-1,-1,-1,f,t,t,t,Super strength flask (1),110,0,Xdoses of super strength potion in a flask.
23287,23288,-1,-1,-1,f,t,t,t,Super strength flask (2),165,0,Xdoses of super strength potion in a flask.
23285,23286,-1,-1,-1,f,t,t,t,Super strength flask (3),220,0,Xdoses of super strength potion in a flask.
23283,23284,-1,-1,-1,f,t,t,t,Super strength flask (4),275,0,Xdoses of super strength potion in a flask.
23281,23282,-1,-1,-1,f,t,t,t,Super strength flask (5),330,0,Xdoses of super strength potion in a flask.
23279,23280,-1,-1,-1,f,t,t,t,Super strength flask (6),385,0,Xdoses of super strength potion in a flask.
23277,23278,-1,-1,-1,f,t,t,t,Fishing flask (1),100,0,Xdoses of fishing potion in a flask.
23275,23276,-1,-1,-1,f,t,t,t,Fishing flask (2),150,0,Xdoses of fishing potion in a flask.
23273,23274,-1,-1,-1,f,t,t,t,Fishing flask (3),200,0,Xdoses of fishing potion in a flask.
23271,23272,-1,-1,-1,f,t,t,t,Fishing flask (4),250,0,Xdoses of fishing potion in a flask.
23269,23270,-1,-1,-1,f,t,t,t,Fishing flask (5),300,0,Xdoses of fishing potion in a flask.
23267,23268,-1,-1,-1,f,t,t,t,Fishing flask (6),350,0,Xdoses of fishing potion in a flask.
23265,23266,-1,-1,-1,f,t,t,t,Super attack flask (1),90,0,Xdoses of super attack potion in a flask.
23130,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
23129,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
23128,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
23127,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
23126,23125,-1,799,-1,t,t,t,t,Initiate harness f,20000,0,NULL
23123,23122,-1,799,-1,t,t,t,t,Initiate tasset,8000,0,NULL
23118,-1,-1,-1,-1,f,t,t,f,null,1,0,NULL
23107,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
23106,-1,-1,-1,-1,t,t,t,t,null,1,0,NULL
23105,-1,-1,-1,-1,f,t,t,f,Gelatinous abomination,1,0,NULL
23104,-1,-1,-1,-1,f,t,t,f,Pompous merchant,1,0,NULL
23103,-1,-1,-1,-1,f,t,t,f,null,1,0,NULL
23102,23065,-1,799,-1,t,t,t,t,Rabbit sandwich,200,0,NULL
23101,-1,-1,-1,-1,f,t,t,f,null,1,0,NULL
23263,23264,-1,-1,-1,f,t,t,t,Super attack flask (2),135,0,Xdoses of super attack potion in a flask.
23261,23262,-1,-1,-1,f,t,t,t,Super attack flask (3),180,0,Xdoses of super attack potion in a flask.
22936,-1,-1,-1,-1,f,t,t,t,Colonist's shoes,-1,0,NULL
23259,23260,-1,-1,-1,f,t,t,t,Super attack flask (4),225,0,Xdoses of super attack potion in a flask.
23257,23258,-1,-1,-1,f,t,t,t,Super attack flask (5),270,0,Xdoses of super attack potion in a flask.
23255,23256,-1,-1,-1,f,t,t,t,Super attack flask (6),315,0,Xdoses of super attack potion in a flask.
23082,-1,-1,-1,-1,f,t,t,t,Ltep maggoty dough inv,-1,0,NULL
23253,23254,-1,-1,-1,f,t,t,t,Prayer flask (1),76,0,Xdoses of prayer potion in a flask.
23079,-1,-1,-1,-1,f,t,t,t,Seal,1,0,NULL
23251,23252,-1,-1,-1,f,t,t,t,Prayer flask (2),114,0,Xdoses of prayer potion in a flask.
23249,23250,-1,-1,-1,f,t,t,t,Prayer flask (3),152,0,Xdoses of prayer potion in a flask.
23247,23248,-1,-1,-1,f,t,t,t,Prayer flask (4),190,0,Xdoses of prayer potion in a flask.
23245,23246,-1,-1,-1,f,t,t,t,Prayer flask (5),228,0,Xdoses of prayer potion in a flask.
23243,23244,-1,-1,-1,f,t,t,t,Prayer flask (6),266,0,Xdoses of prayer potion in a flask.
23063,23062,-1,799,-1,t,t,t,t,Poorly-cooked beast meat,4,0,NULL
23061,23060,-1,799,-1,t,t,t,t,Poorly-cooked bird meat,4,0,NULL
23241,23242,-1,-1,-1,f,t,t,t,Defence flask (1),440,0,Xdoses of defence potion in a flask.
23059,23058,-1,799,-1,t,t,t,f,Raw wolf meat,59,0,NULL
23057,21346,-1,799,-1,t,t,t,t,Lapis lazuli gem,500,0,NULL
23056,21345,-1,799,-1,t,t,t,t,Uncut lapis lazuli,10,0,NULL
23055,21344,-1,799,-1,t,t,t,t,Unfinished wooden brooch,50,0,NULL
23054,21343,-1,799,-1,t,t,t,t,Wooden knot,400,0,NULL
23053,23052,-1,799,-1,t,t,t,t,Spellstorm drape,250,0,NULL
23051,23050,-1,799,-1,t,t,t,t,Arrowstorm drape,250,0,NULL
23049,23048,-1,799,-1,t,t,t,t,Bladestorm drape,250,0,NULL
23041,-1,-1,-1,-1,f,t,t,f,null,5,0,NULL
23040,-1,-1,-1,-1,f,t,t,f,null,1,0,NULL
23038,-1,-1,-1,-1,f,t,t,f,null,1,0,NULL
23239,23240,-1,-1,-1,f,t,t,t,Defence flask (2),660,0,Xdoses of defence potion in a flask.
23036,-1,-1,-1,-1,f,t,t,t,Gelatinous slime,1,0,NULL
23237,23238,-1,-1,-1,f,t,t,t,Defence flask (3),880,0,Xdoses of defence potion in a flask.
23235,23236,-1,-1,-1,f,t,t,t,Defence flask (4),1100,0,Xdoses of defence potion in a flask.
23233,23234,-1,-1,-1,f,t,t,t,Defence flask (5),1320,0,Xdoses of defence potion in a flask.
23029,-1,-1,-1,-1,f,t,t,t,Sk∩┐╢ll boots,1,0,NULL
23231,23232,-1,-1,-1,f,t,t,t,Defence flask (6),1540,0,Xdoses of defence potion in a flask.
23229,23230,-1,-1,-1,f,t,t,t,Restore flask (1),44,0,Xdoses of restore potion in a flask.
23227,23228,-1,-1,-1,f,t,t,t,Restore flask (2),66,0,Xdoses of restore potion in a flask.
23225,23226,-1,-1,-1,f,t,t,t,Restore flask (3),88,0,Xdoses of restore potion in a flask.
23010,-1,-1,-1,-1,f,t,t,t,Rock,1,0,NULL
23223,23224,-1,-1,-1,f,t,t,t,Restore flask (4),110,0,Xdoses of restore potion in a flask.
23221,23222,-1,-1,-1,f,t,t,t,Restore flask (5),132,0,Xdoses of restore potion in a flask.
23219,23220,-1,-1,-1,f,t,t,t,Restore flask (6),154,0,Xdoses of restore potion in a flask.
23217,23218,-1,-1,-1,f,t,t,t,Strength flask (1),600,0,Xdoses of strength potion in a flask.
23215,23216,-1,-1,-1,f,t,t,t,Strength flask (2),900,0,Xdoses of strength potion in a flask.
23213,23214,-1,-1,-1,f,t,t,t,Strength flask (3),1200,0,Xdoses of strength potion in a flask.
23211,23212,-1,-1,-1,f,t,t,t,Strength flask (4),1500,0,Xdoses of strength potion in a flask.
23209,23210,-1,-1,-1,f,t,t,t,Strength flask (5),1800,0,Xdoses of strength potion in a flask.
23207,23208,-1,-1,-1,f,t,t,t,Strength flask (6),2100,0,Xdoses of strength potion in a flask.
23205,23206,-1,-1,-1,f,t,t,t,Attack flask (1),280,0,Xdoses of attack potion in a flask.
23203,23204,-1,-1,-1,f,t,t,t,Attack flask (2),420,0,Xdoses of attack potion in a flask.
23201,23202,-1,-1,-1,f,t,t,t,Attack flask (3),560,0,Xdoses of attack potion in a flask.
23199,23200,-1,-1,-1,f,t,t,t,Attack flask (4),700,0,Xdoses of attack potion in a flask.
23197,23198,-1,-1,-1,f,t,t,t,Attack flask (5),840,0,Xdoses of attack potion in a flask.
23195,23196,-1,-1,-1,f,t,t,t,Attack flask (6),980,0,Xdoses of attack potion in a flask.
23191,23192,-1,-1,-1,f,t,t,t,Potion flask,300,0,"A large, robust flask."
23190,-1,-1,-1,-1,f,t,t,t,Zamorak's favour flask (1),100,0,Xdoses of Zamorak\'s favour in a flask.
23189,-1,-1,-1,-1,f,t,t,t,Zamorak's favour flask (2),200,0,Xdoses of Zamorak\'s favour in a flask.
23188,-1,-1,-1,-1,f,t,t,t,Zamorak's favour flask (3),300,0,Xdoses of Zamorak\'s favour in a flask.
3492,-1,-1,-1,-1,f,t,t,t,Clue scroll (easy),1,0,""
22965,-1,-1,-1,-1,f,t,t,t,null,1,0,NULL
22964,-1,-1,-1,-1,f,t,t,t,null,1,0,NULL
22963,-1,-1,-1,-1,f,t,t,t,null,1,0,NULL
22949,-1,-1,-1,-1,f,t,t,f,Factory armour,1,0,NULL
22948,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
22947,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
22946,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
22945,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
22944,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
22943,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
22942,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
22941,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
22940,-1,-1,-1,-1,t,t,t,f,null,1,0,NULL
22939,-1,-1,-1,-1,f,t,t,t,Colonist's shoes,-1,0,NULL
22938,-1,-1,-1,-1,f,t,t,t,Colonist's shoes,-1,0,NULL
22937,-1,-1,-1,-1,f,t,t,t,Colonist's shoes,-1,0,NULL
22935,-1,-1,-1,-1,f,t,t,t,Colonist's shoes,-1,0,NULL
22934,-1,-1,-1,-1,f,t,t,t,Master knock-out,-1,0,NULL
22933,-1,-1,-1,-1,f,t,t,t,Master knock-out,1,0,NULL
23187,-1,-1,-1,-1,f,t,t,t,Zamorak's favour flask (4),400,0,Xdoses of Zamorak\'s favour in a flask.
23186,-1,-1,-1,-1,f,t,t,t,Zamorak's favour flask (5),500,0,Xdoses of Zamorak\'s favour in a flask.
22930,-1,-1,-1,-1,f,t,t,t,Greater tracker,-1,0,NULL
22929,-1,-1,-1,-1,f,t,t,t,Greater tracker,1,0,NULL
22928,-1,-1,-1,-1,f,t,t,t,Tracker,-1,0,NULL
22927,-1,-1,-1,-1,f,t,t,t,Tracker,1,0,NULL
23185,-1,-1,-1,-1,f,t,t,t,Zamorak's favour flask (6),600,0,Xdoses of Zamorak\'s favour in a flask.
23184,-1,-1,-1,-1,f,t,t,t,Guthix's gift flask (1),100,0,Xdoses of Guthix\'s gift in a flask.
23183,-1,-1,-1,-1,f,t,t,t,Guthix's gift flask (2),200,0,Xdoses of Guthix\'s gift in a flask.
23182,-1,-1,-1,-1,f,t,t,t,Guthix's gift flask (3),300,0,Xdoses of Guthix\'s gift in a flask.
23181,-1,-1,-1,-1,f,t,t,t,Guthix's gift flask (4),400,0,Xdoses of Guthix\'s gift in a flask.
23180,-1,-1,-1,-1,f,t,t,t,Guthix's gift flask (5),500,0,Xdoses of Guthix\'s gift in a flask.
23179,-1,-1,-1,-1,f,t,t,t,Guthix's gift flask (6),600,0,Xdoses of Guthix\'s gift in a flask.
23178,-1,-1,-1,-1,f,t,t,t,Saradomin's blessing flask (1),100,0,Xdoses of Saradomin\'s blessing in a flask.
22918,-1,-1,-1,-1,f,t,t,t,Master poison purge,-1,0,NULL
22917,-1,-1,-1,-1,f,t,t,t,Master poison purge,1,0,NULL
23177,-1,-1,-1,-1,f,t,t,t,Saradomin's blessing flask (2),200,0,Xdoses of Saradomin\'s blessing in a flask.
23176,-1,-1,-1,-1,f,t,t,t,Saradomin's blessing flask (3),300,0,Xdoses of Saradomin\'s blessing in a flask.
23175,-1,-1,-1,-1,f,t,t,t,Saradomin's blessing flask (4),400,0,Xdoses of Saradomin\'s blessing in a flask.
23174,-1,-1,-1,-1,f,t,t,t,Saradomin's blessing flask (5),500,0,Xdoses of Saradomin\'s blessing in a flask.
23173,-1,-1,-1,-1,f,t,t,t,Saradomin's blessing flask (6),600,0,Xdoses of Saradomin\'s blessing in a flask.
23166,-1,-1,-1,-1,f,t,t,t,Juju hunter flask (1),100,0,Xdoses of juju hunter potion in a flask.
23165,-1,-1,-1,-1,f,t,t,t,Juju hunter flask (2),200,0,Xdoses of juju hunter potion in a flask.
23164,-1,-1,-1,-1,f,t,t,t,Juju hunter flask (3),300,0,Xdoses of juju hunter potion in a flask.
23163,-1,-1,-1,-1,f,t,t,t,Juju hunter flask (4),400,0,Xdoses of juju hunter potion in a flask.
23162,-1,-1,-1,-1,f,t,t,t,Juju hunter flask (5),500,0,Xdoses of juju hunter potion in a flask.
23161,-1,-1,-1,-1,f,t,t,t,Juju hunter flask (6),600,0,Xdoses of juju hunter potion in a flask.
23160,-1,-1,-1,-1,f,t,t,t,Juju fishing flask (1),100,0,Xdoses of juju fishing potion in a flask.
22898,-1,-1,-1,-1,f,t,t,t,Berserker,-1,0,NULL
22897,-1,-1,-1,-1,f,t,t,t,Berserker,1,0,NULL
22896,-1,-1,-1,-1,f,t,t,t,Ancestor spirits,-1,0,NULL
22895,-1,-1,-1,-1,f,t,t,t,Ancestor spirits,1,0,NULL
22894,-1,-1,-1,-1,f,t,t,t,Regeneration,-1,0,NULL
22893,-1,-1,-1,-1,f,t,t,t,Regeneration,1,0,NULL
22892,-1,-1,-1,-1,f,t,t,t,Dark magic,-1,0,NULL
22891,-1,-1,-1,-1,f,t,t,t,Dark magic,1,0,NULL
22886,-1,-1,-1,-1,f,t,t,t,Greater greenfingers,-1,0,NULL
22885,-1,-1,-1,-1,f,t,t,t,Greater greenfingers,1,0,NULL
22882,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22881,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22880,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22879,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22878,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22877,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22876,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22875,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22874,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22873,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22872,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22871,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22870,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22869,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22868,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22867,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22866,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22865,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22864,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22863,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22862,-1,-1,-1,-1,f,t,t,t,Musketeer's top,-1,0,NULL
22861,-1,-1,-1,-1,f,t,t,t,Musketeer's top,1,0,NULL
22860,-1,-1,-1,-1,f,t,t,t,Musketeer's top,-1,0,NULL
22859,-1,-1,-1,-1,f,t,t,t,Musketeer's top,1,0,NULL
22858,-1,-1,-1,-1,f,t,t,t,Musketeer's top,-1,0,NULL
22857,-1,-1,-1,-1,f,t,t,t,Musketeer's top,1,0,NULL
22856,-1,-1,-1,-1,f,t,t,t,Musketeer's top,-1,0,NULL
22855,-1,-1,-1,-1,f,t,t,t,Musketeer's top,1,0,NULL
22854,-1,-1,-1,-1,f,t,t,t,Musketeer's top,-1,0,NULL
22853,-1,-1,-1,-1,f,t,t,t,Musketeer's top,1,0,NULL
22852,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22851,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
22850,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22849,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
22848,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22847,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
22846,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22845,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
22844,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22843,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
22842,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22841,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22840,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22839,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22838,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22837,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22836,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22835,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22834,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,-1,0,NULL
22833,-1,-1,-1,-1,f,t,t,t,Musketeer's boots,1,0,NULL
22832,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22831,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22830,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22829,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22828,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22827,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22826,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22825,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22824,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,-1,0,NULL
22823,-1,-1,-1,-1,f,t,t,t,Musketeer's trousers,1,0,NULL
22822,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,-1,0,NULL
22821,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,1,0,NULL
22820,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,-1,0,NULL
22819,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,1,0,NULL
22818,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,-1,0,NULL
22817,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,1,0,NULL
22816,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,-1,0,NULL
22815,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,1,0,NULL
22814,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,-1,0,NULL
22813,-1,-1,-1,-1,f,t,t,t,Musketeer's tabard,1,0,NULL
22812,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22811,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
22810,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22809,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
22808,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22807,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
22806,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22805,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
22804,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,-1,0,NULL
22803,-1,-1,-1,-1,f,t,t,t,Musketeer's hat,1,0,NULL
23159,-1,-1,-1,-1,f,t,t,t,Juju fishing flask (2),200,0,Xdoses of juju fishing potion in a flask.
23158,-1,-1,-1,-1,f,t,t,t,Juju fishing flask (3),300,0,Xdoses of juju fishing potion in a flask.
23157,-1,-1,-1,-1,f,t,t,t,Juju fishing flask (4),400,0,Xdoses of juju fishing potion in a flask.
23156,-1,-1,-1,-1,f,t,t,t,Juju fishing flask (5),500,0,Xdoses of juju fishing potion in a flask.
23155,-1,-1,-1,-1,f,t,t,t,Juju fishing flask (6),600,0,Xdoses of juju fishing potion in a flask.
23154,-1,-1,-1,-1,f,t,t,t,Juju woodcutting flask (1),100,0,Xdoses of juju woodcutting potion in a flask.
23153,-1,-1,-1,-1,f,t,t,t,Juju woodcutting flask (2),200,0,Xdoses of juju woodcutting potion in a flask.
23152,-1,-1,-1,-1,f,t,t,t,Juju woodcutting flask (3),300,0,Xdoses of juju woodcutting potion in a flask.
23151,-1,-1,-1,-1,f,t,t,t,Juju woodcutting flask (4),400,0,Xdoses of juju woodcutting potion in a flask.
23150,-1,-1,-1,-1,f,t,t,t,Juju woodcutting flask (5),500,0,Xdoses of juju woodcutting potion in a flask.
23149,-1,-1,-1,-1,f,t,t,t,Juju woodcutting flask (6),600,0,Xdoses of juju woodcutting potion in a flask.
22602,-1,-1,-1,-1,f,t,t,t,Colonist's boots,1,0,NULL
23148,-1,-1,-1,-1,f,t,t,t,Juju farming flask (1),100,0,Xdoses of juju farming potion in a flask.
23147,-1,-1,-1,-1,f,t,t,t,Juju farming flask (2),200,0,Xdoses of juju farming potion in a flask.
23146,-1,-1,-1,-1,f,t,t,t,Juju farming flask (3),300,0,Xdoses of juju farming potion in a flask.
23145,-1,-1,-1,-1,f,t,t,t,Juju farming flask (4),400,0,Xdoses of juju farming potion in a flask.
23144,-1,-1,-1,-1,f,t,t,t,Juju farming flask (5),500,0,Xdoses of juju farming potion in a flask.
