id_npc,id_item,chance,amount_minimum,amount_maximum,rare
6275,5100,82,1,1,f
6275,5282,94,1,1,f
6275,5280,86,1,1,f
6275,5281,82,1,1,f
6275,5293,85,1,1,f
6275,5294,86,1,1,f
6275,5296,80,1,1,f
6275,12176,89,1,1,f
6275,5297,94,1,1,f
6275,5299,82,1,1,f
6275,5301,82,1,1,f
6275,5303,76,1,1,f
6275,5295,74,1,1,f
6275,5300,36,1,1,f
6275,5304,9,1,1,f
6275,199,80,1,1,f
6275,203,97,1,1,f
6275,205,75,1,1,f
6275,211,75,1,1,f
6275,209,72,1,1,f
6275,207,51,1,1,f
6275,213,34,1,1,f
6275,215,37,1,1,f
6275,2485,31,1,1,f
6275,217,40,1,1,f
6275,995,30,5000,10000,f
6275,225,86,1,1,f
6275,6306,86,1,1,f
6275,1462,67,1,1,f
122,526,100,1,1,f
122,555,95,2,2,f
122,5324,97,4,4,f
122,5282,94,1,1,f
122,12176,89,1,1,f
122,203,97,1,1,f
124,557,76,12,60,f
124,562,56,3,3,f
124,561,98,3,6,f
124,563,76,2,2,f
124,560,64,2,2,f
124,565,60,2,2,f
124,556,72,45,45,f
124,5281,1,1,1,f
124,5292,75,1,1,f
124,5280,1,1,1,f
124,5282,1,1,1,f
124,5100,1,1,1,f
124,5295,1,1,1,f
124,12176,50,1,1,f
124,5323,95,1,1,f
124,5321,1,1,1,f
124,5298,1,1,1,f
124,5294,1,1,1,f
124,5296,1,1,1,f
124,5299,1,1,1,f
124,5105,1,1,1,f
124,5104,1,1,1,f
124,5311,1,1,1,f
124,5293,1,1,1,f
124,5300,26,1,1,f
124,5303,47,1,1,f
124,5106,1,1,1,f
124,5302,29,1,1,f
124,5304,7,1,1,f
124,5297,1,1,1,f
124,5301,1,1,1,f
124,1452,48,1,1,f
124,1462,41,1,1,f
124,830,6,1,1,f
124,1249,3,1,1,f
124,1241,85,1,1,f
124,1247,3,1,1,f
124,1385,71,1,1,f
124,1623,33,1,1,f
124,1621,47,1,1,f
124,1619,51,1,1,f
124,1617,1,1,1,f
124,199,95,1,1,f
124,205,61,1,1,f
124,201,56,1,1,f
124,207,57,1,1,f
124,211,57,1,1,f
124,2485,68,1,1,f
124,217,71,1,1,f
124,213,72,1,1,f
124,215,71,1,1,f
124,209,85,1,1,f
124,995,50,20000,40000,f
8316,2323,92,3,3,f
8317,2323,92,3,3,f
122,1617,5,1,1,f
8316,886,1,1,1,f
8316,888,1,1,1,f
8316,3093,77,1,3,f
8316,1195,73,1,1,f
8316,1623,65,1,1,f
8316,9191,96,1,1,f
8316,9439,87,3,3,f
8316,526,50,1,1,f
8316,1778,1,1,1,f
8316,1747,66,1,1,f
8317,9143,99,3,3,f
8317,886,1,1,1,f
8317,888,1,1,1,f
8317,3093,77,1,3,f
8317,1195,73,1,1,f
123,1207,87,1,1,f
8316,9142,88,1,1,f
8316,9143,99,3,3,f
8317,526,50,1,1,f
123,563,72,2,2,f
123,5104,84,1,1,f
123,5296,80,1,1,f
123,201,99,1,1,f
123,215,37,1,1,f
123,1621,30,1,1,f
2685,826,94,5,5,f
2685,554,82,7,7,f
2685,5323,76,1,3,f
2685,5281,82,1,1,f
2685,213,34,1,1,f
2685,1623,31,1,1,f
2685,67,70,5,15,f
2686,1293,73,1,1,f
2686,5318,77,4,4,f
2686,5106,93,1,1,f
2686,5297,94,1,1,f
2686,205,75,1,1,f
2686,6306,86,1,1,f
2687,830,85,5,10,f
2687,562,89,3,3,f
2687,5293,85,1,1,f
2687,5304,9,1,1,f
2687,2485,31,1,1,f
2687,1619,27,1,1,f
2688,1279,85,1,1,f
2688,564,97,2,2,f
2688,5321,84,1,3,f
2688,5282,94,1,1,f
2688,5301,82,1,1,f
2688,209,72,1,1,f
2688,1462,67,1,1,f
3583,563,72,2,2,f
3583,5311,96,1,1,f
3583,5280,86,1,1,f
3583,5297,94,1,1,f
3583,5304,9,1,1,f
3583,199,80,1,1,f
3583,201,99,1,1,f
3583,205,75,1,1,f
3583,995,30,5000,10000,f
3583,6306,86,1,1,f
4898,526,100,1,1,f
4898,564,97,2,2,f
4898,5299,82,1,1,f
4898,213,34,1,1,f
6275,830,85,5,10,f
6275,5324,97,4,4,f
6275,5292,93,1,1,f
6275,201,99,1,1,f
6275,1452,88,1,1,f
6275,1988,65,1,1,f
6275,1623,31,1,1,f
6275,1621,30,1,1,f
6275,1619,27,1,1,f
6275,1617,5,1,1,f
6275,67,70,5,15,f
8317,9439,87,3,3,f
8317,1778,1,1,1,f
8318,2323,92,3,3,f
8317,1747,66,1,1,f
8318,9142,88,1,1,f
8319,2323,92,3,3,f
8318,9143,99,3,3,f
8318,886,1,1,1,f
8318,888,1,1,1,f
8318,3093,77,1,3,f
8318,1195,73,1,1,f
8318,1623,65,1,1,f
8318,9191,96,1,1,f
8318,9439,87,3,3,f
8318,526,50,1,1,f
8318,1778,1,1,1,f
8318,1747,66,1,1,f
8319,9142,88,1,1,f
8319,9143,99,3,3,f
8319,886,1,1,1,f
8319,888,1,1,1,f
8319,3093,77,1,3,f
8319,1195,73,1,1,f
8319,1623,65,1,1,f
8319,9191,96,1,1,f
8319,9439,87,3,3,f
8319,526,50,1,1,f
8319,1778,1,1,1,f
8319,1747,66,1,1,f
125,1363,96,1,1,f
8317,1623,65,1,1,f
8317,9191,96,1,1,f
125,888,90,3,3,f
125,890,67,2,5,f
125,892,58,2,2,f
125,830,38,5,5,f
125,9185,50,1,1,f
125,1428,37,1,1,f
125,1247,36,1,1,f
125,1249,9,1,1,f
125,1181,2,1,1,f
125,1281,3,1,1,f
125,1309,6,1,1,f
125,1195,4,1,1,f
125,564,92,2,4,f
125,562,93,3,3,f
125,561,93,4,4,f
125,563,87,2,2,f
125,565,79,2,2,f
125,558,35,24,24,f
125,560,45,2,5,f
125,4694,6,2,2,f
125,1623,70,1,1,f
125,1621,65,1,1,f
125,1619,53,1,1,f
125,1617,5,1,1,f
125,5100,83,1,1,f
125,5311,86,1,1,f
125,5323,86,1,1,f
125,12176,93,1,1,f
125,5280,1,1,1,f
125,5321,1,1,1,f
125,5104,1,1,1,f
125,5301,1,1,1,f
125,5105,52,1,1,f
125,5106,1,1,1,f
125,5282,1,1,1,f
125,5298,1,1,1,f
125,5302,1,1,1,f
125,5294,1,1,1,f
125,5296,1,1,1,f
125,5293,1,1,1,f
125,5303,1,1,1,f
125,5291,1,1,1,f
125,5295,40,1,1,f
125,5292,50,1,1,f
125,5299,49,1,1,f
125,5300,1,1,1,f
125,5304,1,1,1,f
125,199,89,1,1,f
125,201,87,1,1,f
125,203,97,1,1,f
125,205,79,1,1,f
125,207,65,1,1,f
125,209,65,1,1,f
125,211,56,1,1,f
125,213,40,1,1,f
125,215,39,1,1,f
125,2485,29,1,1,f
125,217,31,1,1,f
125,995,30,5000,15000,f
125,447,45,1,1,f
125,67,75,10,20,f
145,1363,96,1,1,f
145,888,90,3,3,f
145,890,67,2,5,f
145,892,58,2,2,f
145,830,38,5,5,f
145,9185,50,1,1,f
145,1247,36,1,1,f
145,1249,9,1,1,f
145,1181,2,1,1,f
145,1281,3,1,1,f
145,1309,6,1,1,f
145,1195,4,1,1,f
145,564,92,2,4,f
145,562,93,3,3,f
145,561,93,4,4,f
145,563,87,2,2,f
145,565,79,2,2,f
145,558,35,24,24,f
145,4694,6,2,2,f
145,1623,70,1,1,f
145,1621,65,1,1,f
145,1619,53,1,1,f
145,1617,5,1,1,f
145,5100,83,1,1,f
145,5311,86,1,1,f
145,5323,86,1,1,f
145,12176,93,1,1,f
145,5280,1,1,1,f
145,5321,1,1,1,f
145,5104,1,1,1,f
145,5105,52,1,1,f
145,5106,1,1,1,f
145,5282,1,1,1,f
145,5297,1,1,1,f
145,5298,1,1,1,f
145,5302,1,1,1,f
145,5294,1,1,1,f
145,5296,1,1,1,f
145,5293,1,1,1,f
145,5303,1,1,1,f
145,5291,1,1,1,f
145,5295,40,1,1,f
145,5299,49,1,1,f
126,562,75,4,4,f
126,564,95,2,2,f
126,563,88,2,2,f
126,561,96,5,5,f
126,560,72,2,2,f
126,1452,54,1,1,f
126,1454,28,1,1,f
126,1462,33,1,1,f
126,565,57,2,2,f
126,1391,67,1,1,f
126,888,41,15,15,f
126,1357,32,1,1,f
126,1428,67,1,1,f
126,830,54,5,5,f
126,1247,34,1,1,f
126,1249,9,1,1,f
126,1149,59,1,1,f
126,1623,58,1,1,f
126,1621,70,1,1,f
126,1619,57,1,1,f
126,1617,66,1,1,f
126,199,69,1,1,f
126,201,64,1,1,f
126,203,74,1,1,f
126,205,56,1,1,f
126,207,49,1,1,f
126,209,47,1,1,f
126,211,41,1,1,f
126,213,52,1,1,f
126,215,52,1,1,f
126,2485,27,1,1,f
126,217,43,1,1,f
126,618,75,15,315,f
126,1641,75,1,1,f
126,355,40,1,1,f
126,2357,76,1,1,f
8320,581,56,1,1,f
127,1363,100,1,1,f
8317,9142,88,1,1,f
8320,143,1,1,1,f
8320,149,1,2,2,f
8320,562,1,25,25,f
8320,4696,84,4,25,f
8320,556,1,11,25,f
8320,561,1,1,25,f
8320,554,1,5,25,f
8320,565,1,1,25,f
8320,560,1,3,25,f
8320,566,1,4,4,f
8320,1442,74,2,2,f
8320,618,1,2,81,f
8320,2323,80,1,1,f
8320,533,1,1,2,f
8320,575,69,2,2,f
8321,1391,55,1,1,f
8321,1405,61,1,1,f
8321,581,56,1,1,f
8321,143,1,1,1,f
145,201,87,1,1,f
8320,1391,55,1,1,f
8320,1405,61,1,1,f
145,203,97,1,1,f
145,205,79,1,1,f
145,207,65,1,1,f
145,211,56,1,1,f
145,213,40,1,1,f
145,215,39,1,1,f
145,2485,29,1,1,f
145,217,31,1,1,f
145,995,30,5000,15000,f
145,1452,67,1,1,f
145,447,45,1,1,f
145,67,75,10,20,f
3073,1363,96,1,1,f
3073,888,90,3,3,f
3073,890,67,2,5,f
3073,892,58,2,2,f
3073,830,38,5,5,f
3073,9185,50,1,1,f
3073,1428,37,1,1,f
3073,1247,36,1,1,f
3073,1249,9,1,1,f
3073,1181,2,1,1,f
3073,1281,3,1,1,f
3073,1309,6,1,1,f
3073,564,92,2,4,f
3073,562,93,3,3,f
3073,561,93,4,4,f
3073,563,87,2,2,f
3073,565,79,2,2,f
3073,558,35,24,24,f
3073,560,45,2,5,f
3073,4694,6,2,2,f
3073,1623,70,1,1,f
3073,1621,65,1,1,f
3073,1619,53,1,1,f
3073,1617,5,1,1,f
3073,5311,86,1,1,f
3073,5323,86,1,1,f
3073,12176,93,1,1,f
3073,5280,1,1,1,f
3073,5321,1,1,1,f
3073,5104,1,1,1,f
3073,5301,1,1,1,f
3073,5105,52,1,1,f
3073,5106,1,1,1,f
3073,5282,1,1,1,f
3073,5297,1,1,1,f
3073,5298,1,1,1,f
3073,5294,1,1,1,f
3073,5296,1,1,1,f
3073,5293,1,1,1,f
3073,5303,1,1,1,f
3073,5291,1,1,1,f
3073,5295,40,1,1,f
3073,5292,50,1,1,f
3073,5299,49,1,1,f
3073,5300,1,1,1,f
3073,5304,1,1,1,f
3073,5281,2,1,1,f
3073,199,89,1,1,f
3073,203,97,1,1,f
3073,205,79,1,1,f
3073,207,65,1,1,f
3073,209,65,1,1,f
3073,211,56,1,1,f
3073,213,40,1,1,f
3073,215,39,1,1,f
3073,2485,29,1,1,f
3073,217,31,1,1,f
3073,995,30,5000,15000,f
3073,1452,67,1,1,f
3073,447,45,1,1,f
3073,67,75,10,20,f
1875,526,100,1,1,f
4343,526,100,1,1,f
128,526,100,1,1,f
1479,526,100,1,1,f
8323,575,69,2,2,f
130,565,95,1,3,f
8515,565,95,1,3,f
130,563,57,10,15,f
130,561,65,4,4,f
130,1440,69,1,1,f
8515,563,57,10,15,f
8515,561,65,4,4,f
8515,1440,69,1,1,f
8515,1442,47,1,1,f
8515,562,93,15,15,f
8515,1181,74,1,1,f
8515,1145,50,1,1,f
8515,1623,58,1,1,f
8515,1621,52,1,1,f
8515,1619,37,1,1,f
8321,149,1,2,2,f
8321,562,1,25,25,f
8321,4696,84,4,25,f
8321,556,1,11,25,f
8321,561,1,1,25,f
8321,554,1,5,25,f
8321,565,1,1,25,f
8321,560,1,3,25,f
8321,566,1,4,4,f
8321,1442,74,2,2,f
8321,618,1,2,81,f
8321,2323,80,1,1,f
8321,533,1,1,2,f
8321,575,69,2,2,f
8322,1391,55,1,1,f
8322,1405,61,1,1,f
8322,581,56,1,1,f
8322,143,1,1,1,f
8322,149,1,2,2,f
8322,562,1,25,25,f
8322,4696,84,4,25,f
8322,556,1,11,25,f
8322,561,1,1,25,f
8322,554,1,5,25,f
8322,565,1,1,25,f
8322,560,1,3,25,f
8322,566,1,4,4,f
8322,1442,74,2,2,f
8322,618,1,2,81,f
8322,2323,80,1,1,f
8322,533,1,1,2,f
8322,575,69,2,2,f
8323,1391,55,1,1,f
130,1442,47,1,1,f
8323,1405,61,1,1,f
8323,581,56,1,1,f
8323,143,1,1,1,f
8323,149,1,2,2,f
8323,562,1,25,25,f
8323,4696,84,4,25,f
8323,556,1,11,25,f
8323,561,1,1,25,f
8323,554,1,5,25,f
8323,565,1,1,25,f
8323,560,1,3,25,f
8323,566,1,4,4,f
8323,1442,74,2,2,f
8323,618,1,2,81,f
8323,2323,80,1,1,f
8323,533,1,1,2,f
8515,1617,1,1,1,f
8515,147,76,1,1,f
8515,165,83,1,1,f
8515,3030,58,1,1,f
8515,5949,34,1,1,f
8515,143,39,1,1,f
8515,442,75,1,1,f
8515,444,83,1,1,f
8515,373,92,1,1,f
8515,7054,77,1,1,f
8515,7210,66,1,1,f
130,562,93,15,15,f
130,532,100,1,1,f
130,885,87,1,8,f
130,886,81,1,15,f
130,802,57,1,12,f
130,557,88,21,22,f
130,1181,74,1,1,f
130,1145,50,1,1,f
130,1623,58,1,1,f
130,1621,52,1,1,f
130,1619,37,1,1,f
130,1617,1,1,1,f
130,147,76,1,1,f
130,165,83,1,1,f
130,3030,58,1,1,f
130,5949,34,1,1,f
130,143,39,1,1,f
130,442,75,1,1,f
130,444,83,1,1,f
130,373,92,1,1,f
130,7054,77,1,1,f
130,7210,66,1,1,f
130,995,34,525,525,f
8515,532,100,1,1,f
8515,885,87,1,8,f
8515,886,81,1,15,f
8515,802,57,1,12,f
8515,557,88,21,22,f
8516,1440,69,1,1,f
8516,532,100,1,1,f
8516,802,57,1,12,f
8516,557,88,21,22,f
1648,1623,66,1,1,f
8516,565,95,1,3,f
8516,1181,74,1,1,f
8516,563,57,10,15,f
1649,1623,66,1,1,f
8516,561,65,4,4,f
8516,147,76,1,1,f
8516,1442,47,1,1,f
1650,1623,66,1,1,f
8516,1145,50,1,1,f
8516,1623,58,1,1,f
8516,562,93,15,15,f
1651,1623,66,1,1,f
8516,1621,52,1,1,f
8516,1619,37,1,1,f
8516,1617,1,1,1,f
1652,1623,66,1,1,f
8516,165,83,1,1,f
8516,3030,58,1,1,f
8516,5949,34,1,1,f
8516,143,39,1,1,f
8516,442,75,1,1,f
8516,444,83,1,1,f
8516,373,92,1,1,f
8516,7054,77,1,1,f
8516,7210,66,1,1,f
8516,995,34,525,525,f
1648,1637,57,1,1,f
1648,1639,71,1,1,f
1648,1621,71,1,1,f
8515,995,34,525,525,f
8516,885,87,1,8,f
8516,886,81,1,15,f
1648,1619,62,1,1,f
1648,1641,61,1,1,f
1648,1617,47,1,1,f
1648,1631,62,1,1,f
1648,1462,36,1,1,f
1649,526,100,1,1,f
1649,1059,78,1,1,f
1649,2902,56,1,1,f
1649,830,9,1,1,f
1649,1247,4,1,1,f
1649,1249,72,1,1,f
1649,4095,2,1,1,f
1649,1635,62,1,1,f
1649,1637,57,1,1,f
1649,1639,71,1,1,f
1649,1641,61,1,1,f
1649,1621,71,1,1,f
1649,1619,62,1,1,f
1649,1617,47,1,1,f
1649,1631,62,1,1,f
1649,1462,36,1,1,f
1650,526,100,1,1,f
1650,1059,78,1,1,f
1650,2902,56,1,1,f
1650,830,9,1,1,f
1650,1247,4,1,1,f
1650,1249,72,1,1,f
1650,4095,2,1,1,f
1650,1635,62,1,1,f
1650,1637,57,1,1,f
1650,1639,71,1,1,f
1650,1641,61,1,1,f
1650,1621,71,1,1,f
1650,1619,62,1,1,f
1650,1617,47,1,1,f
1650,1631,62,1,1,f
1650,1462,36,1,1,f
1651,526,100,1,1,f
1651,1059,78,1,1,f
1651,2902,56,1,1,f
1651,830,9,1,1,f
1651,1247,4,1,1,f
1651,1249,72,1,1,f
1651,4095,2,1,1,f
1651,1635,62,1,1,f
1651,1637,57,1,1,f
1651,1639,71,1,1,f
1651,1641,61,1,1,f
1651,1621,71,1,1,f
1651,1619,62,1,1,f
1651,1617,47,1,1,f
1651,1631,62,1,1,f
1651,1462,36,1,1,f
1652,526,100,1,1,f
1652,1059,78,1,1,f
1652,2902,56,1,1,f
1652,830,9,1,1,f
1652,1247,4,1,1,f
1652,1249,72,1,1,f
1652,4095,2,1,1,f
1652,1635,62,1,1,f
1652,1637,57,1,1,f
1652,1639,71,1,1,f
1652,1641,61,1,1,f
1652,1621,71,1,1,f
1652,1619,62,1,1,f
1652,1617,47,1,1,f
1652,1631,62,1,1,f
1652,1462,36,1,1,f
1653,526,100,1,1,f
1653,1059,78,1,1,f
1648,526,100,1,1,f
1648,1059,78,1,1,f
1648,2902,56,1,1,f
1648,830,9,1,1,f
1648,1247,4,1,1,f
1648,1249,72,1,1,f
1648,4095,2,1,1,f
1648,1635,62,1,1,f
1620,1069,39,1,1,f
1620,4121,27,1,1,f
1620,4097,49,1,1,f
1653,1462,36,1,1,f
1620,1247,2,1,1,f
1653,1641,61,1,1,f
1653,1623,66,1,1,f
1654,1623,66,1,1,f
1653,1621,71,1,1,f
1653,1619,62,1,1,f
1653,1617,47,1,1,f
1655,1619,62,1,1,f
1620,526,100,1,1,f
1620,1279,80,1,1,f
1620,1207,77,1,1,f
1656,1621,71,1,1,f
1620,1295,84,1,1,f
1620,826,59,5,5,f
1653,1631,62,1,1,f
1657,1623,66,1,1,f
4226,1623,66,1,1,f
1654,526,100,1,1,f
1654,1059,78,1,1,f
1654,2902,56,1,1,f
1654,830,9,1,1,f
1654,1247,4,1,1,f
1654,1249,72,1,1,f
1654,4095,2,1,1,f
1654,1635,62,1,1,f
1654,1637,57,1,1,f
1654,1639,71,1,1,f
1654,1621,71,1,1,f
1654,1619,62,1,1,f
1654,1617,47,1,1,f
1654,1631,62,1,1,f
1654,1641,61,1,1,f
1654,1462,36,1,1,f
1655,526,100,1,1,f
1655,1059,78,1,1,f
1655,2902,56,1,1,f
1655,830,9,1,1,f
1655,1247,4,1,1,f
1655,1249,72,1,1,f
1655,4095,2,1,1,f
1655,1635,62,1,1,f
1655,1637,57,1,1,f
1655,1639,71,1,1,f
1655,1617,47,1,1,f
1655,1631,62,1,1,f
1655,1641,61,1,1,f
1655,1623,66,1,1,f
1655,1621,71,1,1,f
1655,1462,36,1,1,f
1656,526,100,1,1,f
1656,1059,78,1,1,f
1656,2902,56,1,1,f
1656,830,9,1,1,f
1656,1247,4,1,1,f
1656,1249,72,1,1,f
1656,4095,2,1,1,f
1656,1635,62,1,1,f
1656,1637,57,1,1,f
1656,1639,71,1,1,f
1656,1641,61,1,1,f
1656,1623,66,1,1,f
1656,1619,62,1,1,f
1656,1617,47,1,1,f
1656,1631,62,1,1,f
1656,1462,36,1,1,f
1657,526,100,1,1,f
1657,1059,78,1,1,f
1657,2902,56,1,1,f
1657,830,9,1,1,f
1657,1247,4,1,1,f
1657,1249,72,1,1,f
1657,4095,2,1,1,f
1657,1635,62,1,1,f
1657,1637,57,1,1,f
1657,1639,71,1,1,f
1657,1641,61,1,1,f
1657,1621,71,1,1,f
1657,1619,62,1,1,f
1657,1617,47,1,1,f
1657,1631,62,1,1,f
1657,1462,36,1,1,f
4226,526,100,1,1,f
4226,1059,78,1,1,f
4226,2902,56,1,1,f
4226,830,9,1,1,f
4226,1247,4,1,1,f
4226,1249,72,1,1,f
4226,4095,2,1,1,f
4226,1635,62,1,1,f
4226,1637,57,1,1,f
4226,1639,71,1,1,f
4226,1641,61,1,1,f
4226,1621,71,1,1,f
4226,1619,62,1,1,f
4226,1617,47,1,1,f
4226,1631,62,1,1,f
4226,1462,36,1,1,f
1653,2902,56,1,1,f
1653,830,9,1,1,f
1653,1247,4,1,1,f
1653,1249,72,1,1,f
1653,4095,2,1,1,f
1653,1635,62,1,1,f
1653,1637,57,1,1,f
1653,1639,71,1,1,f
1616,562,56,12,12,f
1616,563,70,3,3,f
1616,565,1,1,1,f
1616,1452,36,1,1,f
1616,1462,50,1,1,f
1616,1365,78,1,1,f
1616,1243,67,1,1,f
1616,1355,60,1,1,f
1616,1197,56,1,1,f
1616,1213,55,1,1,f
1616,1161,63,1,1,f
1616,1247,49,1,1,f
1616,4089,46,1,1,f
1616,1249,26,1,1,f
1616,4097,2,1,1,f
1616,1623,66,1,1,f
1616,1621,67,1,1,f
1616,1619,33,1,1,f
1616,1617,33,1,1,f
1616,1631,6,1,1,f
1616,199,91,1,1,f
1616,201,99,1,1,f
1616,203,86,1,1,f
1616,207,62,1,1,f
1616,209,66,1,1,f
1620,830,5,5,5,f
1616,555,88,75,150,f
1620,1147,8,1,1,f
1620,555,83,1,1,f
1620,554,92,7,7,f
1620,561,82,2,6,f
1620,563,76,2,3,f
1620,199,76,1,1,f
1620,201,96,1,1,f
1620,203,84,1,1,f
1620,207,54,1,1,f
1620,209,79,1,1,f
1620,211,89,1,1,f
1620,213,38,1,1,f
1620,215,47,1,1,f
1620,2485,42,1,1,f
1620,217,4,1,1,f
1620,5318,97,4,4,f
1620,5319,98,4,4,f
1620,5324,75,4,4,f
1620,5322,81,3,3,f
1620,5320,85,3,3,f
1620,5321,30,2,2,f
1620,5295,47,1,1,f
1620,1623,36,1,1,f
1620,1619,33,1,1,f
1620,1617,47,1,1,f
1620,618,86,1,62,f
1620,225,90,1,1,f
1620,12109,90,1,1,f
1620,1452,68,1,1,f
1620,447,32,1,1,f
1621,1279,80,1,1,f
1621,1207,77,1,1,f
1621,1295,84,1,1,f
1621,826,59,5,5,f
1621,1069,39,1,1,f
1621,4121,27,1,1,f
1621,4097,49,1,1,f
1621,1247,2,1,1,f
1621,1249,1,1,1,f
1621,830,5,5,5,f
1621,1147,8,1,1,f
1621,555,83,1,1,f
1621,561,82,2,6,f
1621,563,76,2,3,f
1621,199,76,1,1,f
1621,201,96,1,1,f
1621,203,84,1,1,f
1621,205,86,1,1,f
1621,207,54,1,1,f
1621,209,79,1,1,f
1621,211,89,1,1,f
1621,213,38,1,1,f
1621,215,47,1,1,f
1621,2485,42,1,1,f
1621,5318,97,4,4,f
1621,5319,98,4,4,f
1621,5324,75,4,4,f
1621,5322,81,3,3,f
1621,5320,85,3,3,f
1621,5323,94,2,2,f
1621,5321,30,2,2,f
1621,5295,47,1,1,f
1621,1623,36,1,1,f
1621,1619,33,1,1,f
1621,1617,47,1,1,f
1621,618,86,1,62,f
1621,12109,90,1,1,f
1621,1452,68,1,1,f
1621,447,32,1,1,f
4227,526,100,1,1,f
4227,1279,80,1,1,f
4227,1207,77,1,1,f
4227,1295,84,1,1,f
4227,826,59,5,5,f
4227,1069,39,1,1,f
4227,4121,27,1,1,f
4227,1247,2,1,1,f
4227,1249,1,1,1,f
4227,830,5,5,5,f
4227,1147,8,1,1,f
4227,555,83,1,1,f
4227,554,92,7,7,f
4227,561,82,2,6,f
4227,563,76,2,3,f
4227,199,76,1,1,f
4227,201,96,1,1,f
4227,203,84,1,1,f
4227,205,86,1,1,f
4227,209,79,1,1,f
4227,211,89,1,1,f
4227,213,38,1,1,f
4227,215,47,1,1,f
4227,2485,42,1,1,f
4227,217,4,1,1,f
4227,5318,97,4,4,f
4227,5319,98,4,4,f
4227,5324,75,4,4,f
4227,5322,81,3,3,f
4227,5320,85,3,3,f
4227,5323,94,2,2,f
4227,5295,47,1,1,f
8324,1432,67,1,1,f
8324,7054,97,1,1,f
8324,6703,62,1,1,f
8324,3030,1,1,1,f
8324,3028,1,1,1,f
8324,379,76,1,1,f
8324,11467,1,1,1,f
8324,143,1,1,1,f
8324,2359,55,1,1,f
8324,2353,67,1,1,f
8324,1619,60,1,1,f
8324,560,1,1,1,f
8324,562,1,1,1,f
8324,565,1,1,1,f
8324,618,1,1,406,f
8325,14494,39,1,1,f
1616,211,58,1,1,f
8324,14492,6,1,1,f
8324,1365,96,1,1,f
8324,1077,74,1,1,f
8324,1313,68,1,1,f
8324,1195,67,1,1,f
1616,215,57,1,1,f
1616,213,58,1,1,f
1616,618,82,1,11,f
1616,449,62,1,1,f
1616,379,50,1,1,f
1617,526,100,1,1,f
1617,555,88,75,150,f
1617,561,63,15,37,f
1617,562,56,12,12,f
1617,563,70,3,3,f
1617,565,1,1,1,f
1617,1452,36,1,1,f
1617,1365,78,1,1,f
1617,1243,67,1,1,f
1617,1355,60,1,1,f
1617,1197,56,1,1,f
1617,1213,55,1,1,f
1617,1161,63,1,1,f
1617,1247,49,1,1,f
1617,830,33,5,5,f
1617,4089,46,1,1,f
1617,1249,26,1,1,f
1617,4097,2,1,1,f
1617,1621,67,1,1,f
1617,1619,33,1,1,f
1617,1617,33,1,1,f
1617,1631,6,1,1,f
1617,199,91,1,1,f
1617,201,99,1,1,f
1617,203,86,1,1,f
1617,205,98,1,1,f
1617,207,62,1,1,f
1617,209,66,1,1,f
1617,2485,71,1,1,f
1617,211,58,1,1,f
1617,213,58,1,1,f
1617,217,64,1,1,f
1617,618,82,1,11,f
1617,449,62,1,1,f
1617,379,50,1,1,f
4228,526,100,1,1,f
4228,555,88,75,150,f
4228,561,63,15,37,f
4228,562,56,12,12,f
4228,563,70,3,3,f
4228,1452,36,1,1,f
4228,1462,50,1,1,f
4228,1365,78,1,1,f
4228,1243,67,1,1,f
4228,1355,60,1,1,f
4228,1197,56,1,1,f
4228,1213,55,1,1,f
4228,1161,63,1,1,f
4228,1247,49,1,1,f
4228,830,33,5,5,f
4228,4089,46,1,1,f
4228,1249,26,1,1,f
4228,1623,66,1,1,f
4228,1621,67,1,1,f
4228,1619,33,1,1,f
4228,1617,33,1,1,f
4228,1631,6,1,1,f
4228,199,91,1,1,f
4228,201,99,1,1,f
4228,203,86,1,1,f
4228,205,98,1,1,f
4228,207,62,1,1,f
4228,209,66,1,1,f
4228,211,58,1,1,f
4228,215,57,1,1,f
4228,213,58,1,1,f
4228,217,64,1,1,f
4228,618,82,1,11,f
4228,449,62,1,1,f
4228,379,50,1,1,f
7813,526,100,1,1,f
7813,555,88,75,150,f
7813,561,63,15,37,f
7813,563,70,3,3,f
7813,565,1,1,1,f
7813,1452,36,1,1,f
7813,1462,50,1,1,f
7813,1365,78,1,1,f
7813,1243,67,1,1,f
7813,1355,60,1,1,f
7813,1197,56,1,1,f
7813,1213,55,1,1,f
7813,1161,63,1,1,f
7813,1247,49,1,1,f
7813,830,33,5,5,f
7813,1249,26,1,1,f
7813,4097,2,1,1,f
7813,1623,66,1,1,f
7813,1621,67,1,1,f
7813,1619,33,1,1,f
7813,1617,33,1,1,f
7813,1631,6,1,1,f
7813,199,91,1,1,f
7813,201,99,1,1,f
7813,203,86,1,1,f
7813,205,98,1,1,f
7813,209,66,1,1,f
133,526,100,1,1,f
133,237,87,1,1,f
8325,1195,67,1,1,f
8325,1432,67,1,1,f
8325,7054,97,1,1,f
8325,6703,62,1,1,f
8325,3030,1,1,1,f
8325,3028,1,1,1,f
8325,379,76,1,1,f
8325,11467,1,1,1,f
8325,143,1,1,1,f
8325,2357,88,1,1,f
8325,2359,55,1,1,f
8325,2353,67,1,1,f
8325,1619,60,1,1,f
8325,560,1,1,1,f
8325,562,1,1,1,f
8325,565,1,1,1,f
8325,618,1,1,406,f
8326,14494,39,1,1,f
8326,14492,6,1,1,f
